0.005410, 0.216381, 50
0.032160, 0.535007, 50
0.085762, 1.072047, 50
0.166418, 1.613124, 50
0.274426, 2.160144, 50
0.410165, 2.714794, 50
0.574080, 3.278292, 50
0.766629, 3.850980, 50
0.988214, 4.431691, 50
1.239059, 5.016907, 50
1.519052, 5.599866, 50
1.827553, 6.170011, 50
2.163227, 6.713484, 50
2.523991, 7.215281, 50
2.907140, 7.662982, 50
3.309670, 8.050606, 50
3.728692, 8.380425, 50
4.161767, 8.661496, 50
4.607056, 8.905784, 50
5.063255, 9.123981, 50
5.529385, 9.322611, 50
6.004520, 9.502692, 50
6.481848, 9.546563, 50
6.944253, 9.248091, 50
7.376433, 8.643600, 50
7.774362, 7.958591, 50
8.138960, 7.291962, 50
8.471212, 6.645032, 50
8.772442, 6.024609, 50
9.044522, 5.441584, 50
9.289920, 4.907960, 50
9.511550, 4.432614, 50
9.712424, 4.017464, 50
9.895230, 3.656139, 50
10.062027, 3.335940, 50
10.214116, 3.041776, 50
10.352109, 2.759851, 50
10.476096, 2.479750, 50
10.585840, 2.194864, 50
10.680930, 1.901805, 50
10.760905, 1.599498, 50
10.825322, 1.288345, 50
10.873802, 0.969602, 50
10.906051, 0.644976, 50
10.922047, 0.319927, 50
10.926007, 0.079197, 50
10.926007, 0.000000, 50
